"","region","year","不识字或识字很少（人）","中专程度（人）","农业机械总动力（万千瓦）","初中程度（人）","大专及大专以上（人）","小学程度（人）","旱地面积占比（%）","水田面积占比（%）","油料播种面积（千公顷）","瓜果类播种面积（千公顷）","蔬菜播种面积（千公顷）","高中程度（人）","露地圆白菜_主产品产量（千克）","露地圆白菜_人工成本（元）","露地圆白菜_土地成本（元）","露地圆白菜_平均出售价格（元）","露地圆白菜_物质与服务费用（元）","露地大白菜_主产品产量（千克）","露地大白菜_人工成本（元）","露地大白菜_土地成本（元）","露地大白菜_平均出售价格（元）","露地大白菜_物质与服务费用（元）","露地茄子_主产品产量（千克）","露地茄子_人工成本（元）","露地茄子_土地成本（元）","露地茄子_平均出售价格（元）","露地茄子_物质与服务费用（元）","露地菜椒_主产品产量（千克）","露地菜椒_人工成本（元）","露地菜椒_土地成本（元）","露地菜椒_平均出售价格（元）","露地菜椒_物质与服务费用（元）","露地菜花_主产品产量（千克）","露地菜花_人工成本（元）","露地菜花_土地成本（元）","露地菜花_平均出售价格（元）","露地菜花_物质与服务费用（元）","露地萝卜_主产品产量（千克）","露地萝卜_人工成本（元）","露地萝卜_土地成本（元）","露地萝卜_平均出售价格（元）","露地萝卜_物质与服务费用（元）","露地西红柿_主产品产量（千克）","露地西红柿_人工成本（元）","露地西红柿_土地成本（元）","露地西红柿_平均出售价格（元）","露地西红柿_物质与服务费用（元）","露地豆角_主产品产量（千克）","露地豆角_人工成本（元）","露地豆角_土地成本（元）","露地豆角_平均出售价格（元）","露地豆角_物质与服务费用（元）","露地马铃薯_主产品产量（千克）","露地马铃薯_人工成本（元）","露地马铃薯_土地成本（元）","露地马铃薯_平均出售价格（元）","露地马铃薯_物质与服务费用（元）","露地黄瓜_主产品产量（千克）","露地黄瓜_人工成本（元）","露地黄瓜_土地成本（元）","露地黄瓜_平均出售价格（元）","露地黄瓜_物质与服务费用（元）","农作物总播种面积（千公顷）","国有农场耕地面积（千公顷）","大豆播种面积（千公顷）","小麦播种面积（千公顷）","玉米播种面积（千公顷）","稻谷播种面积（千公顷）","耕地面积（万公顷）","中籼稻_主产品产量（千克）","中籼稻_人工成本（元）","中籼稻_土地成本（元）","中籼稻_平均出售价格（元）","中籼稻_总成本（元）","中籼稻_物质与服务费用（元）","大豆_主产品产量（千克）","大豆_人工成本（元）","大豆_土地成本（元）","大豆_平均出售价格（元）","大豆_总成本（元）","大豆_物质与服务费用（元）","小麦_主产品产量（千克）","小麦_人工成本（元）","小麦_土地成本（元）","小麦_平均出售价格（元）","小麦_总成本（元）","小麦_物质与服务费用（元）","早籼稻_主产品产量（千克）","早籼稻_人工成本（元）","早籼稻_土地成本（元）","早籼稻_平均出售价格（元）","早籼稻_总成本（元）","早籼稻_物质与服务费用（元）","晚籼稻_主产品产量（千克）","晚籼稻_人工成本（元）","晚籼稻_土地成本（元）","晚籼稻_平均出售价格（元）","晚籼稻_总成本（元）","晚籼稻_物质与服务费用（元）","玉米_主产品产量（千克）","玉米_人工成本（元）","玉米_土地成本（元）","玉米_平均出售价格（元）","玉米_总成本（元）","玉米_物质与服务费用（元）","粳稻_主产品产量（千克）","粳稻_人工成本（元）","粳稻_土地成本（元）","粳稻_平均出售价格（元）","粳稻_总成本（元）","粳稻_物质与服务费用（元）","油菜籽_主产品产量（千克）","油菜籽_人工成本（元）","油菜籽_土地成本（元）","油菜籽_平均出售价格（元）","油菜籽_物质与服务费用（元）","花生_主产品产量（千克）","花生_人工成本（元）","花生_土地成本（元）","花生_平均出售价格（元）","花生_物质与服务费用（元）","柑_主产品产量（千克）","柑_人工成本（元）","柑_土地成本（元）","柑_平均出售价格（元）","柑_物质与服务费用（元）","桔_主产品产量（千克）","桔_人工成本（元）","桔_土地成本（元）","桔_平均出售价格（元）","桔_物质与服务费用（元）","苹果_主产品产量（千克）","苹果_人工成本（元）","苹果_土地成本（元）","苹果_平均出售价格（元）","苹果_物质与服务费用（元）"
"212","Jiangsu",2013,NA,NA,43.6,NA,NA,NA,24.7,60,518.3,145.3,1354.9,NA,3577.3,1558.06,163.04,54.52,608.21,3957.49,1484.78,163.9,55.43,598.3,3130.89,1910.61,198.92,85.86,759.99,2053.92,1973.73,203.82,113.32,686.83,1806.8,1572.81,177.67,116.26,567.59,3118.67,1695.04,192.24,58.9,500.17,3164.54,2313.98,185.69,100.69,834.2,1850.55,1882.32,164.7,129.2,747.41,NA,NA,NA,NA,NA,3660.94,2345.73,173.78,80.12,859.14,7683.6,67.7,209.4,2146.9,426.4,2265.7,458.2,538.6,362.01,139.71,131.46,90.09,476.65,NA,NA,NA,NA,NA,NA,383.73,243.91,161,111.52,103.98,407.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.75,418.47,135.82,113.87,97.69,294.14,607.67,448.97,171.84,145,97.88,586.14,125.46,421.11,62.77,275.35,174.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Jiangsu",2014,NA,NA,44.4,NA,NA,NA,30.8,59,499.2,149.9,1372.4,NA,3128.67,1475.8,174.55,66.96,568.34,3492.91,1354.33,168.08,65.17,573.05,2804.73,1876.3,201.34,105.71,722.32,1919.75,1986.97,180.41,135.7,672.43,1726.06,1679.44,183.22,144.69,617.41,2981.22,1583.61,181.68,57.24,549.64,3110.6,2495.87,168.79,120.54,807.04,1769.05,1942.19,183.14,152.06,765.08,NA,NA,NA,NA,NA,3778.4,2220.08,178.34,79.98,904.11,7678.6,71.1,203.4,2159.9,436.1,2271.7,NA,571.31,388.42,174.51,135.15,89.03,461.8,NA,NA,NA,NA,NA,NA,440.27,267.63,192.59,116.43,98.52,421.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.63,460.27,220.28,112.91,98.53,311.91,588.3,453.35,207,149.25,103.64,576.46,124.05,452.2,64.92,264.29,184.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Jiangsu",2015,NA,NA,49.1,NA,NA,NA,30.8,58.9,475.5,162.9,1431.4,NA,3089.36,1552.12,171.66,64.48,555.47,3648.98,1596.13,163.1,51.69,549.58,2465.25,1874.97,173.75,118.97,695.89,1565.11,1953.61,168.86,180.97,666.5,1901.91,1728.46,159.07,120.87,630.14,3110.3,1491.28,169.34,55.5,550.67,2937.96,2492.78,158.4,126.32,777.8,1772.12,2001.94,158.86,155.39,757.24,NA,NA,NA,NA,NA,3430.59,2143.52,157.58,99.06,843.3,7745,70.8,201.5,2178.8,451.7,2291.6,457.49,614.06,415.16,198.2,122.45,87.99,476.95,NA,NA,NA,NA,NA,NA,399.73,260.53,207.25,112.66,110.29,431.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.91,465.79,218.33,90.63,98.32,304.75,612.64,486.53,218.23,136.93,104.52,596.77,123.62,451.11,67.67,248.75,191.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Jiangsu",2016,NA,NA,51.8,NA,NA,NA,30.9,58.9,283.4,157.1,1430.4,NA,3039.18,1577.5978,175.66,89.12,632.87,3439.09,1849.3666,169.41,81.76,622.69,2485.33,2129.3388,166.84,136.27,756.91,1752.06,2158.3268,165.71,187.52,766.13,1867.56,1681.8054,167.8,152.54,635.69,3370.66,1690.7332,170.82,72.08,579.11,3144.39,2579.8368,169.38,135.17,824.75,1890.88,2040.9302,173.33,160.33,829.77,NA,NA,NA,NA,NA,3274.39,2327.475,175.68,111.46,881.2,7639.9,65.5,196.9,2436.8,540.2,2256.3,457.11,636.26,371.2198,233.32,127.69,83.2,466.11,NA,NA,NA,NA,NA,NA,386.56,252.2092,244.94,94.35,118.4,441.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.01,473.1672,233.6,82.77,103.39,309.52,601.97,441.6634,264.5,133.07,105.93,589.02,103.78,463.103,72.61,233.56,197.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Jiangsu",2017,NA,NA,53.2,NA,NA,NA,30.9,58.9,267.6,162.1,1407.6,NA,3138.71,1672.8528,186.68,66.88,643.09,3693.15,1791.2477,176.22,57.34,614.4,2335.34,2156.4979,180.07,127.72,788.92,1943.39,2258.2243,181.12,153.57,792.34,1779.45,1646.5112,176.88,143.32,661.89,3532.94,1744.9362,185.04,70.06,592.9,3250.05,2662.159,171.31,135.72,862.36,1916.57,2051.349,180.19,175.85,806.03,NA,NA,NA,NA,NA,3471.84,2541.705,183.19,111.1,878.49,7556.2,64.8,194.4,2412.8,543.2,2237.7,457.33,615.84,341.8062,274.3,129.63,89.78,502.8,NA,NA,NA,NA,NA,NA,428.03,232.8632,252.45,113.93,108.23,461.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.92,448.2926,251.12,82.01,103.15,339.14,591.03,402.3124,277.09,141.21,108.35,620.73,123.21,473.0093,70.21,259.92,218.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Jiangsu",2018,NA,NA,48.4,NA,NA,NA,NA,NA,262.8,163.9,1425,NA,3249.94,1668.29,178.71,70.55,596.89,3776.59,1769.75,165.72,60.89,576.08,2469.65,2288.79,167.7,135.36,756.04,2281.12,2277.11,172.81,160.54,768.42,1814.27,1699.08,173.35,146.19,637.59,3647.28,1935.3,173.78,73.62,571.75,3533.71,2762.52,167.61,149.39,917.21,1937.16,2099.87,168.5,168.57,746.44,NA,NA,NA,NA,NA,3626.61,2708.7,179.53,121.13,903.41,7520.2,64.6,193.8,2404,515.8,2214.7,NA,626.05,301.01,330.82,123.88,90.72,518.41,NA,NA,NA,NA,NA,NA,396.54,214.62,258.97,108.72,116.58,473.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.65,445.05,248.98,85.77,109.81,356.7,609.75,381.86,279.86,134.07,105.17,640.98,115.76,505.12,90.6,255.28,228.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Jiangsu",2019,NA,NA,56.7,NA,NA,NA,12.4,69.2,283.2,163.3,1424.5,NA,3374.42,1666.68,166.32,64.36,711.28,3665.98,1794.82,158.01,57.25,718.33,2521.08,2279.23,153.21,132.33,882.92,1717.4,2138.21,154.75,166.86,926.35,2016.79,1727.28,157.31,125.79,762.82,3537.74,1805.07,165.78,64.02,693.71,3041.16,2449.02,159.48,149.48,928.22,1839.61,2224.59,163.44,197.37,879.88,NA,NA,NA,NA,NA,3497.97,2663.97,164.71,120.82,1018.57,7443.6,64.3,191.8,2346.9,504.2,2184.3,408.97,635.08,325.38,336.98,120.83,91.75,517.37,170.15,462.92,269.46,221.06,257.45,160.17,440.8,217.03,266.09,107.1,108.46,494.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,410.74,235.21,87.58,94.61,354.83,646.38,397.14,282.17,118.82,101.49,656.43,119.33,464.81,95.79,259.98,241.61,239.54,828.03,130.71,347.19,603.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Jiangsu",2020,NA,NA,81,NA,NA,NA,NA,NA,278.7,159.2,1443.8,NA,3569.52,1712.24,163.78,81.42,721.21,3429.09,1743.45,160.94,81.61,760.55,2489.83,2231.16,149.13,142.02,846.92,1621.75,2623.71,158.07,244.33,834.49,2212.03,1768.98,155.94,166.63,724.47,3255.75,1856.1,167.69,75.94,711.91,3087.73,2883.33,184.03,134.54,828.11,1893.46,2376.49,161.51,193.32,836.16,NA,NA,NA,NA,NA,3881.36,2560.57,159.64,145.86,1122.81,7478.4,64.1,196.4,2338.9,509.8,2202.8,NA,644.38,334.25,335.28,129.04,90.05,505.4,166.52,497.26,273.31,267.13,274.7,158.61,442.68,212.37,271.9,107.83,107.56,490.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.57,434.11,238.91,110.8,113.43,385.03,605.78,375.1,286.2,138.58,107.33,659.58,123.13,449.57,94.36,280.18,264.27,235.89,731.09,131.27,348.72,561.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Jiangsu",2021,NA,NA,88.5,NA,NA,NA,NA,NA,296.4,156.9,1453,NA,3510.46,1757.71,169.66,106.44,765.18,3779.38,1840.3,167.65,86.19,769.8,2309.8,2275.4,159.97,160.23,844.19,1661.28,2283.42,166.07,237.1,833.55,1991.47,1944.27,166.7,200.92,828.37,3368.55,1970.27,180.15,70.35,682.27,2671.7,2831.31,167.02,161.65,1625.94,1812.67,2431.73,181.43,190.31,846.3,NA,NA,NA,NA,NA,3661.96,2606.76,168.27,134.53,1048.83,7514.4,63.8,192.8,2357.9,500.6,2219.2,NA,659.73,346.93,325.17,125.13,91.56,551.54,149.11,523.57,275.1,294.47,319.15,166.81,450.01,218.2,275.92,119.19,109.65,513.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.82,455.85,250.29,124.31,113.68,397.63,604.42,379.76,302.34,136.63,117.67,763.68,119.3,433.8,95.26,295.32,269.05,230.29,721.28,131.07,320.79,528.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Hebei",2000,2.68,1.54,47,57.99,0.49,25,NA,NA,686.4,87.7,866.1,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9024.4,90,423.7,2678.8,2478.6,143.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Hebei",2001,2.56,1.91,47,57.5,0.55,24.64,NA,NA,631.7,109.7,925.7,12.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8990.8,86.8,379.2,2579.8,2543.4,94.1,NA,NA,NA,NA,NA,NA,NA,124.1,NA,NA,106.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,NA,NA,46.27,NA,NA,428.9,NA,NA,65.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170.3,NA,NA,55.38,NA
"223","Hebei",2002,2.58,1.82,48.6,57.54,0.56,24.39,NA,NA,642,104.1,1028.9,13.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8935.1,81.9,331.3,2449.6,2577.4,111,NA,NA,NA,NA,NA,NA,NA,145.7,NA,NA,111.44,NA,NA,343.2,NA,NA,51.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.6,NA,NA,47.64,NA,NA,547.9,NA,NA,59.07,NA,NA,NA,NA,NA,NA,NA,191.8,NA,NA,123.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380.3,NA,NA,53.81,NA
"224","Hebei",2003,1.92,1.9,48.2,58.1,0.65,24.43,NA,NA,634,111.8,1068.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8638.5,80.1,280.5,2192.9,2488.8,75.6,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,174.16,NA,NA,342.9,NA,NA,58.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.4,NA,NA,54.3,NA,NA,574.2,NA,NA,64.98,NA,NA,NA,NA,NA,NA,NA,204.5,NA,NA,177.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773.2,NA,NA,55.6,NA
"225","Hebei",2004,1.46,1.89,50.5,58.72,0.9,23.74,NA,NA,583.6,109.3,1082.2,13.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8695.4,79.8,274.3,2161.5,2630.6,83.5,NA,NA,NA,NA,NA,NA,NA,157.5,84.12,48.77,171.65,78.47,116.5,387.5,100.28,54.17,78.12,52.24,256.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.3,104.01,53.91,60.49,37.32,163.96,572.4,214.47,55.76,88.09,47.13,321.26,NA,NA,NA,NA,NA,197.5,148.36,53.44,185.04,249.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927.8,519.19,83.64,58.18,552.75
"226","Hebei",2005,2.8,2.13,50.9,59.73,1.12,19.21,NA,NA,559,105.4,1104.8,15.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8785.5,80.3,254.9,2377.1,2677.4,87.7,NA,NA,NA,NA,NA,NA,NA,172.8,85.9,68.86,140.13,81,127.55,383.4,100.15,64.03,73.1,56.12,273.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.6,115.32,63.7,55.06,39.78,175.44,580.2,286.13,59.92,89.36,55.89,328.16,NA,NA,NA,NA,NA,217.8,174.91,75.18,165.34,248.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1909.4,582.85,127.24,75.56,508.98
"227","Hebei",2006,2.86,2.13,53.6,60.16,1.24,18.24,NA,NA,485.9,103.1,1066.7,15.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8713.9,82.9,210.9,2504.5,2799.9,88.7,NA,NA,NA,NA,NA,NA,NA,157.6,84.16,76.55,151.88,84.1,105.24,378.8,110.02,81.16,74.33,63.6,298.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.7,122.76,80.07,66.69,43.18,175.22,573.8,286.97,69.75,97.4,57.07,340.73,NA,NA,NA,NA,NA,222.8,194.2,88.34,190.78,266.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1687.9,595.72,119.84,88.66,565.37
"228","Hebei",2007,1.99,2.37,54.4,60.01,1.43,17.88,42.1,2.4,498.3,104.8,1075,16.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8652.7,82,188.5,2412.4,2862.6,84.5,NA,NA,NA,NA,NA,NA,NA,161.1,99.3,95.71,251.96,102.93,137.09,401,113.51,93.19,78.88,64.24,316.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.6,132.54,90.28,78.41,46.99,192.37,588.1,329.63,172.43,94.6,70.06,362.77,NA,NA,NA,NA,NA,236,224.74,121.07,324.44,345.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861.2,671.19,159.28,107.05,748.81
"229","Hebei",2008,1.8,2.4,80.2,59.8,1.6,17.8,42,2.4,516.9,102.5,1101.4,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8713.2,84.8,187.6,2416.1,2841.1,81.5,NA,NA,NA,NA,NA,NA,NA,157,109.51,115.29,183.76,124.42,166.64,418.9,125.06,104.68,83.47,65.91,329.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.9,140.85,102.9,67.28,51.45,237.2,598.4,389.35,144.45,95.37,80.41,455.87,NA,NA,NA,NA,NA,246.1,234.29,138.35,190.46,371.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873.1,823.74,173.06,97.62,834.99
"230","Hebei",2009,1.7,2.5,83.5,59.3,1.8,17.5,42,2.4,496.6,100,1100.9,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8682.5,87.4,165.8,2394.5,2950.5,85.1,NA,NA,NA,NA,NA,NA,NA,162.2,124.79,110.13,207.68,122.11,161.97,412.91,134.94,108.2,99.04,72.94,368.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.11,158.39,110.14,84.52,53.16,215.24,604.86,461.89,227.47,106.46,89.5,458.62,NA,NA,NA,NA,NA,244.59,259.13,148.04,272.17,348.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1691.49,919.53,189.03,111.66,877.41
"231","Hebei",2010,1.5,2.4,89.9,59.7,2,17.5,42,2.4,464.4,104.1,1138.6,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8718.4,89.1,147.9,2420.3,3008.6,79.7,NA,NA,NA,NA,NA,NA,NA,164.69,144.48,122.51,252.06,128.48,156.2,374.19,178.1,115.39,103.28,88.18,377.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.47,199.27,118.67,93.44,58.84,236.66,605.19,531.16,385.71,150.24,111.27,500.31,NA,NA,NA,NA,NA,240.14,325.87,175.03,308.79,380.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1240.17,1226.85,235.5,196.08,871.39
"232","Hebei",2011,2.5,2.5,95.1,60.3,2.6,19,42,2.4,453.1,105.2,1157.9,13.1,4899.97,636.76,233.4,28.57,789.41,5551.21,815.01,290.21,14.74,506.47,3959.29,1072.18,292.53,51.57,821.15,3902.31,1851.35,169.23,84.42,1667.11,2323.62,1015.6,214.1,57.94,885.58,4401.42,484.74,245.75,24.18,507.86,4177.5,1108.65,269.6,71.85,914.56,2618.09,1133.05,272.33,89.4,740.37,1603.63,434.43,210.84,52.64,697.44,4489.93,1823.2,142.03,63.23,1016.89,8773.7,92.5,136.1,2396.1,3035.8,83,NA,NA,NA,NA,NA,NA,NA,152.22,162.8,141.51,220.31,150.48,156.14,429.37,226.83,135.32,105.12,90.74,431.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.95,242.35,141.65,108.91,67.9,286.06,615.35,460.57,512.55,150.83,117.43,509.08,NA,NA,NA,NA,NA,242.91,412.9,189.8,359.99,471.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1714.34,1518.74,313.51,188.18,1162.1
"233","Hebei",2012,2.4,2.5,101.6,60.4,2.9,18.2,42,2.4,454,106.7,1203,13.6,4155.35,1041.34,249.07,31.88,614.5,5293.33,986.99,295.2,21.01,600.97,4027.68,1600.58,313.44,68.99,813.97,3918.07,2430,185.27,78.54,946.7,2388.35,1253.34,245.02,50.51,942.45,4599.62,709.69,272.09,27.91,552.89,5541.73,1633.73,260.96,90.37,1070.62,2875.77,1519.24,291.02,95.52,882.63,1480.16,454.91,171.13,46.76,666.19,5030,2446.14,172.61,55.94,1423.74,8781.8,92.8,127.6,2410,3049.1,85.9,NA,NA,NA,NA,NA,NA,NA,150.38,218.01,244.44,261.74,209.35,170.25,426.24,302.34,151.84,113.79,108.03,481.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.46,317.95,155.27,110.17,77.41,308.57,593.57,690.13,475.65,154.76,140.41,558.41,NA,NA,NA,NA,NA,241.88,593.34,214.93,364.97,516.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1748.96,2099.91,389.72,187.54,999.39
"234","Hebei",2013,NA,NA,105.7,NA,NA,NA,42,2.4,470.4,109.5,1220.4,NA,4735.77,1148.78,369.08,33.56,571.66,4979.97,1239.19,292.38,36.46,620,4400.17,2092.95,300.57,80.28,923.23,3885,3626.44,160,120.12,801.37,2489.75,1388.32,291.49,86.93,893.35,5060.74,731.48,255.81,23.81,585.87,5533.36,2007.33,264.18,117.85,1018.11,2743.13,1702.87,300.47,113.31,987.82,1603.4,564.15,175.13,66.35,751.17,4933.04,2871.03,222.31,68.43,1612.67,8749.2,95.4,124.5,2377.7,3108.8,86.8,655.1,NA,NA,NA,NA,NA,NA,170.94,270.57,251.57,250.13,206.9,188.31,425.89,359.56,161.14,124.71,116.09,484.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.24,376.68,167.88,108.61,83.81,319.43,616.14,849.25,509.12,142.78,153.84,615.49,NA,NA,NA,NA,NA,240.99,715.27,230.35,287.09,500.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1883.13,2223.88,415.78,168.86,1080.16
